,,Daily SiteSage Data, 2018-01-01 15:58:00,Customer: ,Historic Green Village,Location: Bakery (F1)
2015-09-01,154.564,-18.211,0.000,58.447,1.558,0.646,0.149,1.689,14.850,21.845,21.149,13.714,7.830,0.071,1.145,0.392,0.000,1.985,1.519,22.049,0.015,0.951,117.53333,82.3
2015-09-02,155.903,-23.665,0.000,61.028,4.323,0.705,0.422,1.996,15.284,21.832,20.382,13.399,5.465,0.047,2.034,0.618,0.001,1.534,1.378,22.161,0.022,0.801,117.25833,84.2
2015-09-03,158.475,-22.674,0.000,64.021,2.450,0.678,0.215,2.290,14.610,21.683,20.784,12.971,6.137,0.049,2.598,0.356,0.000,1.702,1.354,21.944,0.025,0.848,116.63333,84.9
2015-09-04,148.278,-22.178,0.003,56.241,1.072,0.640,0.030,1.891,15.596,21.718,18.985,13.078,7.279,0.052,0.000,0.370,0.000,1.940,1.524,21.674,0.009,0.971,116.44583,85.3
2015-09-05,148.780,-22.248,0.006,55.517,2.875,0.654,0.080,1.663,15.563,21.656,18.943,13.068,7.448,0.050,0.002,0.441,0.006,1.918,1.443,22.217,0.011,0.940,116.60417,83
2015-09-06,139.566,-19.769,0.001,46.479,3.071,0.585,0.071,1.757,15.773,21.720,19.043,12.184,5.789,0.037,0.935,0.000,0.000,1.926,1.443,22.291,0.011,0.484,117.13333,80.5
2015-09-07,145.518,-6.516,0.000,44.267,0.369,0.659,0.075,1.656,15.414,22.125,20.663,13.298,7.178,0.044,0.983,0.552,0.000,2.182,1.483,22.493,0.014,0.811,118.24167,78.3
2015-09-08,137.515,-19.275,0.007,48.565,1.451,0.606,0.004,1.414,15.600,21.736,18.870,12.035,5.728,0.059,0.001,0.001,0.001,1.630,1.484,22.199,0.007,0.883,117.44583,82.2
2015-09-09,137.487,-22.070,0.000,50.598,0.449,0.663,0.000,1.466,14.625,21.508,18.429,11.608,6.115,0.050,0.001,0.000,0.000,1.752,1.333,21.719,0.006,0.851,116.50417,84.2
2015-09-10,158.672,-19.108,0.000,65.665,1.709,0.759,0.363,2.717,13.239,21.677,18.732,11.413,5.988,0.060,1.231,0.851,0.000,1.665,1.487,21.470,0.015,0.957,116.87083,84.3
2015-09-11,159.884,-22.755,0.000,67.537,1.829,0.670,0.149,1.829,15.735,21.172,19.404,12.123,6.333,0.073,1.713,1.144,0.000,1.681,1.441,20.984,0.017,0.845,116.58750,84.9
2015-09-12,148.944,-10.901,0.008,47.665,1.844,0.701,0.003,1.611,16.239,21.529,18.593,12.503,6.524,0.060,0.004,0.001,0.001,2.068,1.563,21.393,0.010,0.830,117.53333,82.3
2015-09-13,121.350,-17.304,0.007,34.181,1.964,0.731,0.092,1.582,15.405,21.244,20.242,12.908,3.975,0.055,0.000,0.000,0.000,1.733,0.000,22.053,0.002,0.000,117.75417,80.6
2015-09-14,147.262,-20.620,0.002,56.189,3.943,0.740,0.258,1.922,15.591,21.562,19.126,13.463,6.262,0.051,1.997,0.347,0.000,1.625,1.531,21.694,0.020,0.887,117.42917,81.2
2015-09-15,144.147,-16.460,0.000,53.688,1.354,0.684,0.243,1.731,15.262,21.619,19.558,12.586,6.107,0.067,1.709,0.306,0.000,1.719,1.527,21.729,0.018,0.872,117.52500,80.5
2015-09-16,156.401,-7.384,0.000,51.571,2.276,0.810,0.256,1.679,15.643,21.789,20.912,12.483,6.066,0.097,1.726,0.245,0.004,1.648,1.514,22.583,0.019,0.896,117.80833,79.2
2015-09-17,162.646,-8.734,0.000,59.124,2.869,0.905,0.417,2.316,16.801,21.925,20.766,13.014,7.828,0.105,2.486,0.346,0.001,2.020,1.468,22.014,0.022,0.934,118.54167,76.7
2015-09-18,144.890,-22.300,0.000,52.284,1.034,0.655,0.210,1.560,15.925,20.365,19.205,13.243,6.358,0.069,1.231,0.317,0.000,1.697,1.494,21.801,0.015,0.902,117.33333,79.5
2015-09-19,154.104,-21.987,0.000,58.918,1.121,0.661,0.206,1.768,15.386,22.831,20.593,12.912,6.791,0.054,3.106,0.000,0.000,1.837,1.497,21.789,0.025,0.949,117.34167,81.6
2015-09-20,128.526,-21.773,0.003,45.776,0.800,0.646,0.187,2.105,14.900,21.990,19.252,12.341,4.343,0.048,1.444,0.000,0.000,1.535,0.000,21.379,0.002,0.000,116.97917,83.1
2015-09-21,154.931,-21.723,0.000,61.970,2.706,0.739,0.268,1.804,15.729,22.854,19.671,14.995,6.119,0.072,1.556,0.699,0.001,1.653,1.543,22.086,0.018,0.684,117.17083,83.7
2015-09-22,155.537,-20.534,0.000,60.582,1.676,0.912,0.262,1.678,15.511,22.891,19.457,13.502,5.515,0.056,2.673,1.218,0.001,1.590,1.376,22.135,0.026,0.671,117.25417,82.4
2015-09-23,159.996,-20.352,0.000,61.495,3.083,1.052,0.399,1.966,15.187,22.904,21.876,13.626,5.437,0.069,2.203,1.356,0.002,1.564,1.362,22.278,0.023,0.679,117.17917,81.5
2015-09-24,158.932,-21.533,0.000,63.248,3.566,0.659,0.333,2.487,15.204,22.857,19.105,13.502,6.268,0.087,2.803,0.488,0.001,1.674,1.582,22.073,0.025,0.882,117.20000,80.8
2015-09-25,153.612,-21.654,0.001,59.607,1.682,0.733,0.262,1.627,16.065,22.850,18.771,13.446,5.914,0.064,1.356,0.533,0.001,1.611,1.552,21.577,0.017,0.880,116.97500,81.5
2015-09-26,149.108,-14.628,0.000,50.617,1.006,0.584,0.135,1.748,15.651,22.583,18.597,13.755,7.187,0.061,0.495,0.498,0.000,1.933,1.660,21.417,0.011,0.708,117.07500,80.9
2015-09-27,133.178,-7.487,0.000,37.221,1.561,0.647,0.080,1.604,16.385,22.209,19.239,13.521,5.204,0.070,0.000,0.000,0.000,1.791,0.000,21.831,0.003,0.273,117.69167,80.1
2015-09-28,157.850,-5.259,0.000,55.134,2.736,0.611,0.342,1.504,15.005,23.077,19.267,13.507,6.439,0.086,2.036,0.708,0.002,1.742,1.508,21.934,0.020,0.886,118.33750,78.9
2015-09-29,166.605,-19.649,0.000,63.602,4.289,0.725,0.333,2.439,15.557,22.914,19.699,13.530,6.885,0.077,1.671,0.320,0.002,1.805,1.745,21.957,0.019,0.890,117.31250,81.5
2015-09-30,158.938,-19.613,0.000,59.148,1.132,0.629,0.265,1.915,15.098,22.772,19.947,13.901,5.662,0.063,1.113,0.464,0.001,1.654,1.436,21.904,0.014,0.850,117.05000,83.9
2015-10-01,166.923,-17.048,0.000,67.552,0.753,0.772,0.555,2.224,15.073,22.873,20.000,14.002,6.937,0.097,2.408,0.376,0.001,1.820,1.514,21.462,0.025,0.897,116.94167,83.3
2015-10-02,160.454,-18.794,0.000,62.854,0.527,0.719,0.441,2.288,15.847,22.715,19.326,14.381,6.810,0.085,2.347,0.534,0.001,1.825,1.422,21.556,0.022,0.802,117.05000,81.5
2015-10-03,136.521,-17.828,0.003,39.832,1.476,0.757,0.000,1.592,15.790,22.994,19.079,13.350,7.075,0.058,0.000,0.416,0.000,2.003,1.732,22.434,0.011,0.806,117.47500,78.3
2015-10-04,135.740,-17.313,0.006,43.618,1.896,0.965,0.186,1.945,14.742,22.721,20.285,12.956,7.836,0.069,0.999,0.321,0.000,2.313,1.191,22.468,0.011,0.603,118.04583,76.4
2015-10-05,150.623,-19.157,0.000,54.116,6.331,0.634,0.434,2.122,16.160,23.141,20.002,14.920,6.134,0.084,2.345,0.579,0.001,1.682,1.487,22.432,0.022,0.949,118.12917,76.2
2015-10-06,138.232,-20.706,0.000,43.491,1.249,0.636,0.280,1.946,15.823,23.261,21.360,14.330,6.094,0.074,0.001,0.648,0.000,1.644,1.571,22.238,0.007,1.025,118.11250,76.9
2015-10-07,158.556,-20.030,0.000,57.853,1.877,0.702,0.308,2.382,15.978,23.154,19.725,14.200,6.727,0.085,2.810,0.643,0.002,1.822,1.554,22.524,0.028,0.791,117.57500,78.7
2015-10-08,148.269,-18.514,0.000,49.867,0.990,0.908,0.129,1.648,15.743,23.255,20.320,13.919,7.374,0.060,0.321,0.308,0.000,1.996,1.482,22.415,0.011,0.870,117.60417,79.2
2015-10-09,154.713,-19.088,0.000,55.698,2.081,0.639,0.296,1.942,15.664,22.848,19.362,13.053,7.118,0.070,1.691,0.552,0.000,1.872,1.629,21.735,0.019,0.841,116.88750,79.6
2015-10-10,155.536,-16.219,0.000,53.641,0.494,0.605,0.274,1.801,15.518,22.936,20.212,14.298,7.014,0.058,0.702,0.326,0.001,1.957,1.712,21.841,0.016,0.885,117.03333,80.6
2015-10-11,143.927,-17.612,0.000,50.841,1.436,0.918,0.256,2.148,15.016,22.742,20.763,13.396,6.368,0.087,2.377,0.326,0.001,1.841,1.306,21.828,0.020,0.661,117.73750,79.4
2015-10-12,146.741,-18.184,0.000,54.581,2.811,0.959,0.418,1.659,15.210,22.885,18.997,13.623,6.629,0.077,2.459,0.344,0.001,1.813,1.505,21.743,0.022,0.864,117.73750,77.8
2015-10-13,153.349,-15.833,0.000,53.374,4.658,0.627,0.367,2.076,15.263,22.942,19.878,13.016,7.038,0.101,1.480,0.396,0.000,1.810,1.595,21.763,0.019,1.217,117.83333,80.1
2015-10-14,146.420,-19.066,0.000,47.376,1.356,0.760,0.270,1.711,14.983,22.993,20.320,15.347,5.530,0.076,0.938,0.593,0.000,1.650,1.476,22.522,0.015,1.168,117.51667,78.2
2015-10-15,155.203,-20.176,0.000,53.483,1.357,0.937,0.307,2.344,15.706,23.371,19.438,12.925,6.732,0.082,2.805,0.403,0.002,1.807,1.515,22.283,0.026,0.925,117.57917,79.8
2015-10-16,163.067,-15.099,0.000,53.659,2.898,0.816,0.350,1.939,15.575,22.854,20.789,14.584,7.777,0.093,2.366,0.787,0.003,2.100,1.635,21.711,0.024,1.015,117.55833,77.6
2015-10-17,165.423,-19.969,0.000,51.049,2.598,0.832,0.443,2.014,16.136,23.382,21.613,14.197,7.725,0.078,1.537,0.469,0.003,2.040,1.935,22.203,0.021,1.104,117.86250,77.8
2015-10-18,128.307,-14.947,0.000,36.310,0.154,0.740,0.118,1.689,14.611,23.123,20.604,13.104,5.101,0.073,1.017,0.000,0.000,1.448,1.257,22.363,0.011,0.601,118.25833,76.1
2015-10-19,141.205,-19.302,0.000,40.453,3.209,0.584,0.239,4.199,13.824,23.401,21.712,13.933,6.131,0.085,0.826,0.572,0.000,1.550,1.505,22.584,0.013,0.947,118.44583,73.8
2015-10-20,141.071,-16.409,0.000,44.799,0.162,0.623,0.328,1.746,14.122,23.280,20.084,14.596,5.795,0.074,1.682,0.612,0.000,1.522,1.547,22.486,0.022,0.832,118.25000,75.5
2015-10-21,147.759,-15.526,0.000,48.235,0.719,0.764,0.304,2.097,14.899,23.380,21.219,14.365,6.253,0.075,1.273,0.843,0.000,1.710,1.539,22.214,0.017,0.922,118.41250,76.4
2015-10-22,147.281,-17.537,0.000,50.886,2.528,0.571,0.261,2.577,14.896,23.203,21.243,13.001,5.524,0.093,2.212,0.639,0.001,1.630,1.475,22.302,0.023,0.871,117.87917,78
2015-10-23,159.460,-17.996,0.000,58.047,1.181,0.660,0.329,2.238,15.685,22.981,19.998,14.303,8.507,0.090,2.536,0.702,0.001,2.105,1.631,21.661,0.024,1.039,117.52500,77.8
2015-10-24,150.102,-17.263,0.000,46.397,2.468,0.938,0.376,1.730,16.383,22.875,21.593,13.474,7.442,0.087,0.520,0.685,0.001,1.965,1.629,21.703,0.013,0.969,117.76250,78.2
2015-10-25,140.837,-16.134,0.000,47.554,0.901,0.581,0.167,2.006,16.396,22.561,20.873,12.560,4.587,0.080,1.443,0.678,0.000,1.622,1.168,21.257,0.015,1.851,117.69583,78.9
2015-10-26,150.704,-13.230,0.000,43.628,3.146,0.622,0.267,1.559,16.139,22.998,20.972,15.033,6.346,0.083,0.360,0.632,0.001,1.770,1.528,21.875,0.012,1.918,118.29583,78.3
2015-10-27,152.945,-4.564,0.000,44.526,3.573,0.811,0.312,1.585,15.438,23.067,20.202,13.150,6.303,0.089,1.559,0.646,0.002,1.690,1.565,21.793,0.016,0.953,117.81250,75
2015-10-28,167.745,-13.172,0.000,61.167,2.370,0.601,0.345,2.230,15.110,22.911,20.797,15.638,6.280,0.116,2.602,0.724,0.002,1.729,1.585,22.017,0.025,0.902,117.65417,77.7
2015-10-29,159.007,-14.027,0.000,53.124,2.665,0.746,0.280,2.310,16.054,23.419,21.089,13.723,6.084,0.078,2.008,0.801,0.001,1.714,1.541,22.177,0.020,0.893,118.01667,77.3
2015-10-30,160.027,-11.169,0.000,44.821,4.627,0.717,0.201,1.850,15.375,23.330,21.424,14.418,6.829,0.075,0.001,0.000,0.002,1.656,1.698,22.815,0.007,1.088,118.30417,75.8
2015-10-31,154.347,-16.584,0.000,51.657,2.056,0.830,0.497,1.916,15.285,23.234,20.783,13.603,6.067,0.066,1.698,0.623,0.001,1.752,1.526,22.138,0.020,0.868,118.00000,76.8
2015-11-01,138.603,-17.346,0.000,45.984,0.740,0.682,0.039,1.917,16.269,23.813,21.202,13.829,3.885,0.060,0.000,0.413,0.000,1.607,0.885,22.901,0.007,0.515,117.47500,79.1
2015-11-02,162.269,-15.985,0.000,63.304,3.394,0.682,0.355,1.937,16.023,23.296,22.581,14.593,5.951,0.098,1.477,0.574,0.000,1.718,1.511,22.216,0.021,0.763,117.65417,79.5
2015-11-03,154.264,-16.947,0.000,55.968,1.061,0.752,0.191,2.115,15.126,23.097,20.396,14.193,6.221,0.067,1.723,0.233,0.000,1.806,1.493,22.305,0.021,0.807,117.81250,80.1
2015-11-04,161.432,-15.434,0.000,58.619,2.383,0.744,0.356,2.020,15.539,23.071,20.201,14.485,6.785,0.080,1.260,0.589,0.001,1.821,1.467,22.101,0.017,0.831,117.67917,80.7
2015-11-05,165.202,-14.303,0.000,62.263,1.952,0.633,0.385,2.088,15.235,22.831,21.322,13.254,6.449,0.093,2.539,0.545,0.004,1.698,1.360,21.924,0.025,0.804,117.35000,81.7
2015-11-06,162.322,-15.899,0.000,59.669,0.587,0.924,0.159,1.662,15.863,23.122,20.487,13.962,7.629,0.081,1.993,0.801,0.001,2.100,1.562,22.002,0.021,0.900,117.52500,80.4
2015-11-07,159.662,-15.936,0.000,58.925,0.915,0.945,0.272,1.781,14.777,22.814,21.384,13.284,7.701,0.073,1.452,0.511,0.001,1.910,1.695,21.738,0.019,0.859,117.25417,79.3
2015-11-08,135.410,-13.765,0.000,43.284,1.267,0.600,0.161,1.654,15.578,22.669,19.857,13.081,6.149,0.087,0.000,0.320,0.000,1.808,1.230,21.936,0.009,0.464,117.75000,78.7
2015-11-09,153.895,-12.164,0.000,49.468,3.528,0.607,0.231,1.621,13.872,23.030,22.084,12.952,6.480,0.086,0.870,0.000,0.002,1.891,1.548,22.096,0.011,0.891,117.63750,78.1
2015-11-10,152.890,-13.597,0.000,49.932,1.824,0.836,0.327,1.712,14.677,23.030,22.673,15.126,6.178,0.093,1.245,0.317,0.002,1.739,1.431,22.297,0.020,0.870,117.91667,77.7
2015-11-11,147.302,-14.338,0.000,47.144,1.912,0.569,0.196,1.823,14.750,23.098,21.201,13.054,5.820,0.084,1.695,0.275,0.001,1.624,1.478,22.425,0.021,0.906,118.07500,75.3
2015-11-12,160.205,-13.645,0.000,56.571,3.622,0.663,0.281,2.297,15.004,23.076,21.474,13.992,6.098,0.099,2.637,0.369,0.004,1.688,1.492,22.561,0.027,0.940,118.10833,78.3
2015-11-13,170.116,-15.215,0.000,55.763,2.148,0.702,0.157,2.150,15.383,23.291,21.958,14.986,7.473,0.103,2.330,0.419,0.008,1.783,1.812,22.121,0.044,1.280,117.60000,77.8
2015-11-14,145.464,-12.104,0.000,37.493,2.522,0.713,0.159,1.531,15.792,23.272,21.887,15.390,6.908,0.061,0.896,0.439,0.001,1.894,1.651,22.313,0.060,0.919,118.64583,72
2015-11-15,140.860,-7.990,0.000,40.503,0.126,0.838,0.275,1.642,15.213,22.859,22.052,13.888,5.586,0.073,2.767,0.075,0.000,1.776,1.326,22.044,0.042,0.556,118.58333,72.5
2015-11-16,153.111,-14.674,0.000,45.050,7.255,0.658,0.308,1.654,13.853,23.215,23.451,14.635,5.835,0.065,0.780,0.582,0.001,1.594,1.488,22.210,0.049,0.902,118.56667,75.8
2015-11-17,158.097,-12.413,0.000,50.210,6.326,0.759,0.357,1.983,15.370,23.134,21.625,14.425,6.035,0.078,1.728,0.662,0.002,1.539,1.466,22.289,0.054,0.886,118.11667,77.4
2015-11-18,165.384,-15.198,0.000,58.172,2.514,0.593,0.117,4.311,15.091,23.003,24.616,13.419,6.142,0.064,2.238,0.610,0.002,1.607,1.485,21.846,0.023,0.882,117.85833,78.5
2015-11-19,163.052,-5.695,0.000,52.188,4.645,0.550,0.198,1.991,13.626,22.933,22.841,12.947,6.248,0.081,2.384,0.620,0.006,1.630,1.670,21.890,0.053,0.915,118.15833,76.8
2015-11-20,161.793,-6.135,0.000,49.260,1.967,0.718,0.162,2.170,15.236,23.165,22.327,14.474,7.037,0.080,2.376,0.693,0.007,1.824,1.520,22.063,0.051,0.908,118.33750,75
2015-11-21,163.783,-4.254,0.002,49.259,2.428,0.829,0.349,2.125,16.186,22.623,24.292,15.278,6.590,0.062,2.136,0.637,0.006,1.803,1.515,22.022,0.058,0.896,117.92500,73.6
2015-11-22,142.848,-10.058,0.000,42.195,1.818,0.659,0.104,1.835,16.387,21.702,23.220,14.590,7.193,0.086,1.797,0.000,0.000,2.192,1.207,22.123,0.030,0.596,118.32083,72.1
2015-11-23,158.431,-16.883,0.000,45.515,6.943,1.030,0.570,2.913,16.758,22.370,23.917,15.649,9.590,0.113,3.371,0.378,0.003,2.234,1.876,22.399,0.064,1.009,118.69583,63.3
2015-11-24,153.986,-15.127,0.000,45.438,2.124,1.269,0.348,2.365,16.669,22.132,22.600,16.235,10.098,0.069,3.490,1.008,0.001,2.419,1.804,21.876,0.084,0.987,118.29583,64.4
2015-11-25,140.411,-14.070,0.000,39.957,2.793,0.704,0.250,2.073,16.582,22.343,21.636,13.832,5.372,0.076,2.156,0.236,0.001,1.670,1.500,22.883,0.052,0.775,118.30000,70.5
2015-11-26,109.649,-12.732,0.000,25.084,0.139,0.543,0.000,1.348,13.707,21.696,21.550,13.366,1.488,0.031,0.000,0.000,0.000,1.257,0.000,22.201,0.002,0.000,118.87917,72.1
2015-11-27,148.575,-14.936,0.000,43.563,2.684,0.652,0.191,1.787,15.087,22.483,21.123,14.256,8.257,0.057,1.502,0.250,0.001,2.121,1.501,22.605,0.018,0.997,118.31667,72.4
2015-11-28,153.003,-14.648,0.000,45.655,4.007,0.816,0.610,2.150,15.742,22.281,22.444,13.208,7.800,0.096,1.641,0.637,0.001,1.916,1.588,22.464,0.057,0.919,118.19583,71.5
2015-11-29,134.635,-14.927,0.000,36.820,1.575,0.744,0.192,1.940,15.803,22.118,21.603,12.953,6.117,0.059,0.988,0.026,0.000,1.774,1.208,22.328,0.029,0.695,119.04583,71.4
2015-11-30,157.426,-14.649,0.000,53.749,3.263,0.784,0.635,2.078,15.305,22.085,20.208,14.663,6.730,0.081,3.140,0.451,0.008,1.688,1.650,22.116,0.054,0.930,118.82500,72.2
2015-12-01,150.946,-12.366,0.000,47.597,1.329,0.687,0.161,2.065,14.747,22.481,21.262,14.051,7.331,0.061,1.136,0.660,0.001,1.883,1.581,22.591,0.064,0.937,119.50833,75
2015-12-02,157.436,-11.381,0.000,49.552,3.933,0.876,0.210,2.153,13.531,22.908,22.750,14.629,7.082,0.044,1.557,0.388,0.002,1.832,1.567,22.795,0.064,0.974,120.56667,75.5
2015-12-03,156.841,-6.274,0.000,46.619,1.501,0.851,0.306,2.361,14.648,22.723,22.767,16.378,6.893,0.087,2.537,0.278,0.003,1.941,1.528,23.114,0.052,0.999,120.87500,71
2015-12-04,142.932,-8.874,0.000,36.739,1.621,0.889,0.254,2.069,15.085,22.429,22.067,13.534,8.010,0.053,2.006,0.000,0.001,2.060,1.645,22.587,0.065,1.204,119.79583,67.9
2015-12-05,147.135,-13.493,0.000,45.809,2.142,0.923,0.274,2.411,14.420,22.120,20.681,13.837,6.914,0.056,1.561,0.264,0.002,1.783,1.645,22.104,0.056,1.051,118.71667,71.3
2015-12-06,129.656,-12.944,0.000,37.244,2.933,0.764,0.151,2.059,14.416,21.696,22.159,13.046,5.599,0.071,0.786,0.065,0.000,1.769,1.211,22.172,0.029,0.592,118.65000,71.4
2015-12-07,143.852,-13.334,0.000,39.901,3.294,0.723,0.348,2.040,14.269,22.390,23.511,14.804,6.026,0.062,1.431,0.476,0.001,1.672,1.558,22.594,0.052,0.947,119.30417,68
2015-12-08,125.286,-14.680,0.000,30.627,1.278,0.787,0.077,1.850,12.955,22.246,22.734,13.211,5.948,0.036,0.451,0.131,0.000,1.607,1.537,22.600,0.059,0.978,119.25417,67.5
2015-12-09,146.329,-12.687,0.000,48.060,1.924,0.684,0.341,2.334,14.567,21.054,22.527,14.377,6.109,0.064,2.083,0.262,0.001,1.639,1.576,21.784,0.049,0.949,119.03333,69.4
2015-12-10,154.579,-13.536,0.000,46.011,4.487,0.606,0.200,2.550,15.837,21.055,20.790,13.153,7.490,1.672,2.439,0.993,0.004,1.744,1.864,21.561,0.064,1.319,118.95417,69.8
2015-12-11,146.176,-13.859,0.000,38.816,4.314,0.687,0.194,1.441,14.953,23.408,21.847,12.545,7.703,0.069,0.000,0.000,0.001,1.830,1.922,22.200,0.065,1.371,118.75000,69.9
2015-12-12,139.825,-11.113,0.000,38.113,0.338,1.239,0.152,1.260,13.877,22.961,25.304,13.626,6.176,0.081,0.000,0.000,0.000,1.696,1.546,22.226,0.051,0.975,118.66250,72.8
2015-12-13,133.741,-11.550,0.000,39.778,0.150,0.721,0.111,2.155,14.825,22.943,21.233,13.657,5.975,0.075,1.289,0.000,0.000,2.001,1.560,22.426,0.052,0.730,118.68750,73.4
2015-12-14,151.452,-12.229,0.000,53.077,2.004,1.091,0.274,2.146,14.293,23.164,22.929,14.040,6.767,0.089,2.001,0.736,0.000,1.789,1.565,22.183,0.058,0.983,118.62500,73.7
2015-12-15,154.428,-8.829,0.000,48.305,0.397,0.852,0.285,1.520,14.017,23.270,23.720,14.513,5.950,0.083,2.309,0.397,0.001,1.734,1.538,22.146,0.052,0.904,118.90000,73.7
2015-12-16,143.869,-11.280,0.006,41.846,0.122,0.591,0.159,1.840,13.961,22.972,22.730,14.125,5.994,0.077,0.512,1.020,0.006,1.681,1.442,22.235,0.051,0.864,118.55417,74
2015-12-17,157.778,-11.352,0.000,54.696,1.584,0.745,0.307,1.960,14.826,23.248,21.016,13.201,7.412,0.096,2.472,0.820,0.004,1.830,1.534,22.360,0.050,0.986,118.47083,74.5
2015-12-18,144.625,-3.764,0.003,40.335,2.868,0.607,0.343,2.045,15.483,21.867,21.987,13.615,5.615,0.070,2.152,0.202,0.005,1.580,1.671,21.547,0.043,0.554,119.04545,69.8
2015-12-19,135.774,-15.325,0.000,30.157,3.734,0.952,0.280,2.171,15.041,23.195,23.142,15.580,7.115,0.065,1.241,0.718,0.000,1.898,1.676,22.074,0.062,0.931,118.99167,59.7
2015-12-20,127.874,-14.103,0.000,32.937,2.788,0.578,0.202,2.184,13.724,22.808,22.509,13.731,4.990,0.058,1.245,0.161,0.000,1.656,1.396,21.724,0.033,0.708,118.50000,63.8
2015-12-21,145.918,-12.269,0.000,41.231,2.710,0.622,0.263,2.185,12.636,23.003,22.526,14.826,6.733,0.055,0.462,0.231,0.001,1.753,1.729,22.141,0.056,0.940,118.38333,72.6
2015-12-22,176.433,-10.810,0.000,62.174,2.181,0.920,0.388,3.399,15.005,23.122,21.751,16.509,8.022,0.098,3.903,0.363,0.010,1.870,1.910,22.042,0.065,0.908,117.92083,73.9
2015-12-23,181.760,-6.176,0.005,64.308,3.100,0.723,0.413,2.944,14.254,22.195,24.211,17.544,9.131,0.081,3.103,0.811,0.008,2.108,1.652,21.999,0.061,0.965,117.87917,75
2015-12-24,149.074,-10.437,0.000,44.903,0.136,0.700,0.211,1.703,15.941,20.722,22.810,15.330,5.444,0.072,1.240,0.663,0.001,1.542,1.440,22.161,0.042,0.811,117.70417,76.6
2015-12-25,129.198,-13.160,0.000,35.491,0.295,0.544,0.148,1.505,13.130,22.411,22.495,14.417,2.915,0.036,0.952,0.094,0.000,1.307,0.000,22.003,0.003,0.000,117.97083,76.1
2015-12-26,150.428,-13.145,0.000,49.058,1.649,0.574,0.147,2.418,11.072,23.044,21.063,13.191,8.023,0.070,1.344,0.316,0.001,2.041,1.657,21.940,0.072,0.971,117.71250,76
2015-12-27,135.271,-10.897,0.000,40.443,1.871,0.556,0.077,2.164,11.684,22.642,21.302,13.196,5.797,0.068,1.032,0.309,0.000,1.899,1.198,21.867,0.032,0.587,117.79167,75.8
2015-12-28,172.698,-13.643,0.000,57.252,3.853,0.670,0.476,2.471,14.906,23.075,22.543,16.348,7.370,0.081,2.289,0.314,0.014,1.871,2.177,22.228,0.053,0.928,117.29583,75.9
2015-12-29,168.738,-13.447,0.000,61.564,2.943,0.921,0.228,3.418,15.248,23.026,23.136,14.385,8.138,0.088,2.237,1.152,0.001,1.958,1.708,21.986,0.052,0.904,117.45417,76.5
2015-12-30,179.821,-13.407,0.000,68.969,2.252,1.032,0.415,2.421,15.152,23.172,21.544,14.530,9.816,0.080,4.450,1.540,0.006,2.400,1.787,21.895,0.080,1.044,117.01667,75.2
